"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","4학년","5학년","6학년","특수학급","순회학급","학급수(계)","학생수(계)","학급당학생수"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001434","은석초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","710(0)","29.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001576","서울강남초등학교","02","공립","N","","5","5","6","5","6","6","2","0","35(2)","698(11)","19.9"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001577","서울관악초등학교","02","공립","N","","5","4","5","4","4","4","3","0","29(3)","515(15)","17.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001578","서울구암초등학교","02","공립","N","","8","8","9","9","10","11","2","0","57(2)","1279(11)","22.4"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001579","서울난곡초등학교","02","공립","N","","2","2","3","2","3","2","2","0","16(2)","285(8)","17.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001580","서울난우초등학교","02","공립","N","","4","4","5","5","5","6","2","0","31(2)","608(12)","19.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001581","서울난향초등학교","02","공립","N","","5","5","5","6","6","6","2","0","35(2)","696(9)","19.9"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001582","서울남부초등학교","02","공립","N","","4","3","4","3","4","4","3","0","25(3)","441(15)","17.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001583","서울남사초등학교","02","공립","N","","4","3","5","4","3","4","1","0","24(1)","467(6)","19.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001584","서울남성초등학교","02","공립","N","","5","4","3","4","4","4","2","0","26(2)","469(13)","18"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001585","서울노량진초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","186(6)","13.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001586","서울당곡초등학교","02","공립","N","","4","5","6","4","4","4","2","0","29(2)","549(9)","18.9"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001587","서울대림초등학교","02","공립","N","","6","8","8","7","8","8","2","0","47(2)","941(12)","20"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001588","서울동작초등학교","02","공립","N","","4","5","5","4","4","4","1","0","27(1)","520(8)","19.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001589","서울문창초등학교","02","공립","N","","4","3","4","3","3","3","2","0","22(2)","369(10)","16.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001590","서울미성초등학교","02","공립","N","","5","5","6","5","5","6","2","0","34(2)","651(5)","19.1"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001591","서울본동초등학교","02","공립","N","","2","2","1","1","1","1","1","0","9(1)","103(2)","11.4"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001592","서울봉천초등학교","02","공립","N","","5","5","5","5","5","6","2","0","33(2)","625(12)","18.9"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001593","서울사당초등학교","02","공립","N","","4","4","5","5","4","4","2","0","28(2)","489(15)","17.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001594","서울삼성초등학교","02","공립","N","","2","2","2","2","4","3","1","0","16(1)","292(7)","18.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001595","서울상도초등학교","02","공립","N","","6","6","6","6","6","7","2","0","39(2)","734(11)","18.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001596","서울신길초등학교","02","공립","N","","6","5","7","7","7","9","2","0","43(2)","877(3)","20.4"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001597","서울신남성초등학교","02","공립","N","","4","4","4","4","3","3","1","0","23(1)","472(5)","20.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001598","서울신림초등학교","02","공립","N","","4","3","4","4","5","4","2","0","26(2)","475(4)","18.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001599","서울신봉초등학교","02","공립","N","","2","2","2","2","2","3","2","0","15(2)","256(8)","17.1"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001600","서울신상도초등학교","02","공립","N","","9","9","10","9","9","10","2","0","58(2)","1351(14)","23.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001601","서울신성초등학교","02","공립","N","","4","3","4","4","4","4","2","0","25(2)","454(10)","18.2"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001602","서울신우초등학교","02","공립","N","","2","2","2","2","3","3","1","0","15(1)","275(3)","18.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001603","서울영본초등학교","02","공립","N","","5","5","6","5","7","6","1","0","35(1)","699(1)","20"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001604","서울영화초등학교","02","공립","N","","2","3","3","3","3","4","2","0","20(2)","379(9)","19"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001605","서울원당초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","148(7)","10.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001606","서울원신초등학교","02","공립","N","","1","1","2","2","1","3","3","0","13(3)","151(13)","11.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001607","서울은로초등학교","02","공립","N","","8","6","8","6","6","6","2","0","42(2)","913(7)","21.7"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001608","서울은천초등학교","02","공립","N","","6","7","7","7","6","7","4","0","44(4)","838(22)","19"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001609","서울인헌초등학교","02","공립","N","","6","5","6","6","7","7","1","0","38(1)","749(4)","19.7"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001610","서울청룡초등학교","02","공립","N","","2","3","2","3","3","4","1","0","18(1)","329(4)","18.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001611","서울행림초등학교","02","공립","N","","2","2","2","2","2","2","0","0","12(0)","193(0)","16.1"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001612","서울흑석초등학교","02","공립","N","","4","4","4","4","4","5","2","0","27(2)","453(5)","16.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001613","중앙대학교사범대학부속초등학교","02","사립","N","","5","5","5","5","5","5","0","0","30(0)","727(0)","24.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001733","동북초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","757(0)","31.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001734","상명초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","719(0)","30"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001735","서울계상초등학교","02","공립","N","","3","3","3","3","3","5","2","0","22(2)","386(12)","17.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001736","서울공릉초등학교","02","공립","N","","3","3","2","3","3","3","0","0","17(0)","306(0)","18"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001737","서울공연초등학교","02","공립","N","","3","3","4","4","3","4","2","0","23(2)","430(11)","18.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001738","서울노원초등학교","02","공립","N","","2","2","2","3","2","3","2","0","16(2)","258(12)","16.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001739","서울노일초등학교","02","공립","N","","4","4","4","3","4","4","0","0","23(0)","445(0)","19.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001740","서울녹천초등학교","02","공립","N","","2","2","2","2","2","2","1","0","13(1)","208(6)","16"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001741","서울누원초등학교","02","공립","N","","6","6","6","5","5","6","2","0","36(2)","694(6)","19.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001742","서울당현초등학교","02","공립","N","","3","3","5","4","4","5","1","0","25(1)","430(4)","17.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001743","서울도봉초등학교","02","공립","N","","2","2","3","3","3","3","2","0","18(2)","314(10)","17.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001744","서울동일초등학교","02","공립","N","","4","4","5","4","5","5","0","0","27(0)","566(0)","21"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001745","서울방학초등학교","02","공립","N","","5","4","4","4","4","5","2","0","28(2)","493(11)","17.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001746","서울백운초등학교","02","공립","N","","5","5","7","5","5","7","2","0","36(2)","723(10)","20.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001747","서울불암초등학교","02","공립","N","","4","4","5","5","7","9","1","0","35(1)","758(3)","21.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001748","서울상경초등학교","02","공립","N","","5","4","5","5","4","5","2","0","30(2)","548(9)","18.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001749","서울상계초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","220(6)","15.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001750","서울상곡초등학교","02","공립","N","","4","4","4","4","4","5","0","0","25(0)","505(0)","20.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001751","서울상수초등학교","02","공립","N","","4","4","4","5","5","6","0","0","28(0)","536(0)","19.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001752","서울상원초등학교","02","공립","N","","2","3","3","4","3","3","1","0","19(1)","331(6)","17.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001753","서울상월초등학교","02","공립","N","","2","2","2","2","1","2","1","0","12(1)","155(2)","12.9"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001754","서울상천초등학교","02","공립","N","","3","3","3","3","3","3","2","0","20(2)","329(11)","16.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001755","서울선곡초등학교","02","공립","N","","4","4","4","5","5","5","2","0","29(2)","571(8)","19.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001756","서울수락초등학교","02","공립","N","","3","3","5","3","3","4","2","0","23(2)","421(9)","18.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001757","서울수암초등학교","02","공립","N","","3","3","4","3","4","5","2","0","24(2)","492(5)","20.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001758","서울숭미초등학교","02","공립","N","","5","4","5","5","5","6","2","0","32(2)","570(12)","17.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001759","서울신계초등학교","02","공립","N","","2","2","2","2","3","2","2","0","15(2)","192(8)","12.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001760","서울신방학초등학교","02","공립","N","","2","3","3","3","3","3","1","0","18(1)","306(6)","17"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001761","서울신상계초등학교","02","공립","N","","4","3","4","3","4","4","2","0","24(2)","426(12)","17.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001762","서울신창초등학교","02","공립","N","","2","3","2","2","2","2","0","0","13(0)","257(0)","19.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001763","서울신학초등학교","02","공립","N","","3","3","3","3","3","4","2","0","21(2)","374(11)","17.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001764","서울신화초등학교","02","공립","N","","3","3","3","2","3","3","2","0","19(2)","325(7)","17.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001765","서울쌍문초등학교","02","공립","N","","5","4","4","4","5","5","2","0","29(2)","559(11)","19.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001766","서울연지초등학교","02","공립","N","","3","2","2","2","2","3","2","0","16(2)","265(6)","16.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001767","서울연촌초등학교","02","공립","N","","4","3","3","4","4","5","2","0","25(2)","458(7)","18.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001768","서울오봉초등학교","02","공립","N","","2","3","3","3","2","3","1","0","17(1)","273(6)","16.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001769","서울온곡초등학교","02","공립","N","","4","4","4","4","4","4","0","0","24(0)","506(0)","21.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001770","서울용동초등학교","02","공립","N","","2","2","2","2","2","3","2","0","15(2)","229(9)","15.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001771","서울용원초등학교","02","공립","N","","4","4","4","4","5","5","2","0","28(2)","542(7)","19.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001772","서울원광초등학교","02","공립","N","","5","3","5","5","6","6","0","0","30(0)","671(0)","22.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001773","서울월계초등학교","02","공립","N","","3","3","3","3","2","3","1","0","18(1)","295(2)","16.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001774","서울월천초등학교","02","공립","N","","3","3","3","3","3","3","2","0","20(2)","330(12)","16.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001775","서울을지초등학교","02","공립","N","","7","7","9","10","10","14","0","0","57(0)","1474(0)","25.9"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001776","서울자운초등학교","02","공립","N","","4","4","5","5","4","6","0","0","28(0)","587(0)","21"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001777","서울중계초등학교","02","공립","N","","6","5","6","6","6","7","1","0","37(1)","812(6)","21.9"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001778","서울중원초등학교","02","공립","N","","3","3","4","3","3","3","0","0","19(0)","367(0)","19.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001779","서울중평초등학교","02","공립","N","","8","9","8","9","10","11","1","0","56(1)","1278(4)","22.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001780","서울중현초등학교","02","공립","N","","2","1","2","1","2","2","2","0","12(2)","118(4)","9.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001781","서울창경초등학교","02","공립","N","","6","5","6","6","6","7","0","0","36(0)","799(0)","22.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001782","서울창도초등학교","02","공립","N","","5","5","5","6","6","6","1","0","34(1)","695(4)","20.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001783","서울창동초등학교","02","공립","N","","3","3","3","3","3","3","1","0","19(1)","329(4)","17.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001784","서울창림초등학교","02","공립","N","","6","7","6","6","6","8","2","0","41(2)","829(9)","20.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001785","서울창원초등학교","02","공립","N","","3","2","2","2","3","3","1","0","16(1)","289(6)","18.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001786","서울창일초등학교","02","공립","N","","5","5","5","6","7","7","0","0","35(0)","750(0)","21.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001787","서울청계초등학교","02","공립","N","","2","2","2","2","2","3","2","0","15(2)","239(5)","15.9"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001788","서울초당초등학교","02","공립","N","","6","4","6","7","7","7","0","0","37(0)","750(0)","20.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001789","서울태랑초등학교","02","공립","N","","6","6","6","7","7","7","1","0","40(1)","856(7)","21.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001790","서울태릉초등학교","02","공립","N","","7","7","8","6","6","6","1","0","41(1)","820(6)","20"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001791","서울한천초등학교","02","공립","N","","5","6","5","5","5","6","0","0","32(0)","710(0)","22.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001792","청원초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","716(0)","29.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001793","태강삼육초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","753(0)","31.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001794","한신초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","612(0)","25.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001795","화랑초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","642(0)","26.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001966","경기초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","577(0)","24"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001967","명지초등학교","02","사립","N","","5","5","5","5","5","5","0","0","30(0)","718(0)","23.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001968","서울갈현초등학교","02","공립","N","","5","6","7","6","7","8","2","0","41(2)","888(12)","21.7"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001969","서울고은초등학교","02","공립","N","","3","3","4","4","4","4","2","0","24(2)","423(9)","17.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001970","서울공덕초등학교","02","공립","N","","6","6","6","6","5","5","2","0","36(2)","730(12)","20.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001971","서울구산초등학교","02","공립","N","","6","6","6","6","6","7","3","0","40(3)","806(15)","20.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001972","서울금화초등학교","02","공립","N","","4","4","3","3","4","3","2","0","23(2)","431(10)","18.7"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001973","서울녹번초등학교","02","공립","N","","5","5","6","5","5","6","2","0","34(2)","691(9)","20.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001974","서울대신초등학교","02","공립","N","","1","2","2","2","2","2","1","0","12(1)","170(6)","14.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001975","서울대은초등학교","02","공립","N","","2","2","2","1","1","2","1","0","11(1)","153(7)","13.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001976","서울대조초등학교","02","공립","N","","5","6","5","6","5","6","3","0","36(3)","712(15)","19.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001977","서울동교초등학교","02","공립","N","","5","5","5","5","6","6","1","0","33(1)","693(3)","21"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001978","서울마포초등학교","02","공립","N","","6","5","5","5","5","5","2","0","33(2)","680(4)","20.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001979","서울망원초등학교","02","공립","N","","1","3","2","2","2","2","0","0","12(0)","218(0)","18.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001980","서울미동초등학교","02","공립","N","","3","3","3","2","3","3","1","0","18(1)","272(3)","15.1"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001981","서울북가좌초등학교","02","공립","N","","8","8","8","8","9","9","2","0","52(2)","1108(12)","21.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001982","서울북성초등학교","02","공립","N","","8","8","7","8","6","7","1","0","45(1)","973(3)","21.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001983","서울북한산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","85(1)","12.1"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001984","서울불광초등학교","02","공립","N","","4","5","5","5","6","5","3","0","33(3)","636(7)","19.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001985","서울상신초등학교","02","공립","N","","5","5","5","4","5","4","2","0","30(2)","571(10)","19"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001986","서울상암초등학교","02","공립","N","","4","4","4","3","3","5","1","0","24(1)","491(4)","20.5"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001987","서울서강초등학교","02","공립","N","","9","9","8","7","7","8","2","0","50(2)","1067(6)","21.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001988","서울서교초등학교","02","공립","N","","3","2","3","3","3","3","1","0","18(1)","340(3)","18.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001989","서울성산초등학교","02","공립","N","","5","5","5","5","4","4","2","0","30(2)","617(10)","20.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001990","서울성서초등학교","02","공립","N","","3","3","4","4","3","4","2","0","23(2)","428(9)","18.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001991","서울성원초등학교","02","공립","N","","2","2","3","2","2","3","0","0","14(0)","247(0)","17.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001992","서울소의초등학교","02","공립","N","","3","4","4","3","3","4","2","0","23(2)","420(7)","18.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001993","서울수색초등학교","02","공립","N","","7","6","5","4","4","4","1","0","31(1)","647(5)","20.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001994","서울신도초등학교","02","공립","N","","6","7","6","6","7","8","1","0","41(1)","868(6)","21.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001995","서울신북초등학교","02","공립","N","","4","4","5","5","6","6","1","0","31(1)","638(1)","20.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001996","서울신사초등학교","02","공립","N","","3","3","3","2","3","3","2","0","19(2)","347(12)","18.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001997","서울신석초등학교","02","공립","N","","5","4","5","5","5","5","2","0","31(2)","595(11)","19.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001998","서울아현초등학교","02","공립","N","","6","7","6","5","4","5","2","0","35(2)","657(7)","18.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001999","서울안산초등학교","02","공립","N","","5","4","5","5","5","4","2","0","30(2)","598(9)","19.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002000","서울역촌초등학교","02","공립","N","","8","7","8","9","9","12","0","0","53(0)","1177(0)","22.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002001","서울연가초등학교","02","공립","N","","10","11","12","10","10","11","2","0","66(2)","1523(17)","23.1"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002002","서울연신초등학교","02","공립","N","","2","2","2","2","2","3","2","0","15(2)","231(8)","15.4"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002003","서울연은초등학교","02","공립","N","","4","5","5","5","5","5","2","0","31(2)","752(6)","24.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002004","서울연천초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","201(9)","14.4"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002005","서울연희초등학교","02","공립","N","","5","5","4","6","5","5","2","0","32(2)","636(6)","19.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002006","서울염리초등학교","02","공립","N","","9","10","10","9","9","10","2","0","59(2)","1394(10)","23.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002007","서울용강초등학교","02","공립","N","","4","4","4","4","4","5","2","0","27(2)","537(8)","19.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002008","서울은평초등학교","02","공립","N","","8","7","9","8","5","7","2","0","46(2)","920(13)","20"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002009","서울응암초등학교","02","공립","N","","7","6","6","6","6","7","3","0","41(3)","851(20)","20.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002010","서울인왕초등학교","02","공립","N","","6","4","4","4","3","3","1","0","25(1)","514(5)","20.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002011","서울중동초등학교","02","공립","N","","3","4","4","4","3","4","2","0","24(2)","443(7)","18.5"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002012","서울증산초등학교","02","공립","N","","6","6","6","5","4","5","2","0","34(2)","690(6)","20.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002013","서울창서초등학교","02","공립","N","","2","2","1","2","1","2","2","0","12(2)","154(4)","12.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002014","서울창천초등학교","02","공립","N","","2","2","2","2","1","1","2","0","12(2)","151(4)","12.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002015","서울한서초등학교","02","공립","N","","8","8","7","7","6","7","1","0","44(1)","819(5)","18.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002016","서울홍연초등학교","02","공립","N","","3","3","4","5","4","6","2","0","27(2)","515(5)","19.1"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002017","서울홍은초등학교","02","공립","N","","3","3","3","2","3","3","2","0","19(2)","335(11)","17.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002018","서울홍제초등학교","02","공립","N","","7","6","6","6","6","6","2","0","39(2)","808(14)","20.7"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002019","선일초등학교","02","사립","N","","3","3","3","3","3","3","0","0","18(0)","466(0)","25.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002021","예일초등학교","02","사립","N","","3","3","3","3","3","3","0","0","18(0)","483(0)","26.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002023","이화여자대학교사범대학부속초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","624(0)","26"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002024","추계초등학교","02","사립","N","","2","2","2","2","2","2","0","0","12(0)","347(0)","28.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002025","충암초등학교","02","사립","N","","4","4","4","4","4","4","0","0","24(0)","684(0)","28.5"
