"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","4학년","5학년","6학년","특수학급","순회학급","학급수(계)","학생수(계)","학급당학생수"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S000003511","서울교육대학교부설초등학교","02","국립","N","","4","4","4","5","5","5","1","0","28(1)","611(5)","21.8"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","5","5","5","5","5","5","1","0","31(1)","576(6)","18.6"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000737","서울개원초등학교","02","공립","N","","7","4","5","4","5","4","1","0","30(1)","868(8)","28.9"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000738","서울개일초등학교","02","공립","N","","5","5","6","5","6","6","0","0","33(0)","967(0)","29.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000739","서울개포초등학교","02","공립","N","","8","7","6","7","7","7","2","0","44(2)","903(4)","20.5"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000741","서울구룡초등학교","02","공립","N","","4","5","5","5","5","6","2","0","32(2)","628(14)","19.6"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000742","서울논현초등학교","02","공립","N","","2","2","2","2","2","3","2","0","15(2)","227(11)","15.1"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000743","서울대곡초등학교","02","공립","N","","6","5","7","7","10","12","1","0","48(1)","1244(4)","25.9"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000744","서울대도초등학교","02","공립","N","","9","8","8","10","12","15","0","0","62(0)","2038(0)","32.9"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000745","서울대모초등학교","02","공립","N","","4","5","5","5","6","6","1","0","32(1)","827(7)","25.8"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000746","서울대왕초등학교","02","공립","N","","4","3","4","4","4","5","2","0","26(2)","499(5)","19.2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000747","서울대진초등학교","02","공립","N","","2","2","3","2","2","3","2","0","16(2)","219(5)","13.7"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","N","","2","1","2","2","1","1","2","0","11(2)","92(11)","8.4"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","N","","5","6","6","8","11","12","0","0","48(0)","1525(0)","31.8"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","N","","4","4","6","6","7","9","2","0","38(2)","1117(6)","29.4"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","N","","4","5","6","6","7","8","2","0","38(2)","860(8)","22.6"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","N","","7","7","9","10","11","13","1","0","58(1)","1759(3)","30.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","N","","9","8","8","9","9","10","0","0","53(0)","1315(0)","24.8"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","N","","4","5","5","6","6","7","2","0","35(2)","769(14)","22"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","N","","6","6","7","6","6","6","1","0","38(1)","918(6)","24.2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","N","","1","2","2","2","2","3","0","0","12(0)","188(0)","15.7"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","N","","4","3","4","3","4","4","0","0","22(0)","409(0)","18.6"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","4","4","3","4","4","4","1","0","24(1)","486(5)","20.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","6","6","7","8","8","10","2","0","47(2)","1255(9)","26.7"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","8","8","9","8","9","9","2","0","53(2)","1596(12)","30.1"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","8","8","8","8","7","9","0","0","48(0)","1293(0)","26.9"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","4","3","4","4","4","4","1","0","24(1)","468(6)","19.5"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","4","5","6","7","7","7","2","0","38(2)","930(8)","24.5"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","2","1","2","1","2","2","2","0","12(2)","126(8)","10.5"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","3","3","4","3","4","4","2","0","23(2)","443(11)","19.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","7","7","7","8","9","11","0","0","49(0)","1141(0)","23.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","6","5","6","6","6","7","1","0","37(1)","808(5)","21.8"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","6","6","6","6","6","7","0","0","37(0)","826(0)","22.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","3","3","3","4","5","5","2","0","25(2)","448(9)","17.9"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","2","2","3","3","3","4","1","0","18(1)","329(7)","18.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","6","6","7","9","8","8","3","0","47(3)","973(15)","20.7"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","8","8","10","10","10","13","2","0","61(2)","1539(12)","25.2"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","6","7","8","9","11","11","2","0","54(2)","1370(13)","25.4"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","2","2","3","3","3","3","2","0","18(2)","311(9)","17.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","2","2","3","2","3","2","2","0","16(2)","264(11)","16.5"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","4","5","6","5","6","7","2","0","35(2)","815(10)","23.3"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","220(6)","15.7"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","7","7","7","7","7","8","0","0","43(0)","1147(0)","26.7"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","7","6","8","7","7","8","2","0","45(2)","1006(12)","22.4"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","4","4","4","4","5","4","2","0","27(2)","506(10)","18.7"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","8","8","8","8","9","10","1","0","52(1)","1381(6)","26.6"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","12","8","11","10","10","13","0","0","64(0)","1881(0)","29.4"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","4","4","4","4","3","3","0","0","22(0)","462(0)","21"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","3","4","4","4","4","4","1","0","24(1)","455(7)","19"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","3","3","3","4","4","4","0","0","21(0)","431(0)","20.5"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","5","5","5","6","6","7","1","0","35(1)","745(2)","21.3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","10","9","8","8","8","10","1","0","54(1)","1229(6)","22.8"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","5","5","4","5","5","4","0","0","28(0)","623(0)","22.3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","6","6","6","6","5","7","0","0","36(0)","790(0)","21.9"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","8","8","8","8","8","8","1","0","49(1)","1200(8)","24.5"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","5","4","4","4","4","4","2","0","27(2)","514(8)","19"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","4","4","5","5","5","6","2","0","31(2)","609(4)","19.6"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","7","6","5","4","5","5","2","0","34(2)","706(14)","20.8"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","5","4","5","4","4","6","2","0","30(2)","595(11)","19.8"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","5","5","4","4","4","4","2","0","28(2)","612(9)","21.9"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","5","6","6","6","5","6","0","0","34(0)","807(0)","23.7"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","12","11","11","12","10","11","1","0","68(1)","1900(3)","27.9"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","4","5","5","6","5","7","2","0","34(2)","679(13)","20"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","2","2","2","3","3","3","2","0","17(2)","277(6)","16.3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","5","5","6","5","6","7","1","0","35(1)","743(5)","21.2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","6","5","6","5","6","7","2","0","37(2)","707(8)","19.1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","8","9","10","10","10","10","1","0","58(1)","1710(7)","29.5"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","4","4","5","5","5","7","1","0","31(1)","711(6)","22.9"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","7","6","8","7","7","8","2","0","45(2)","969(13)","21.5"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","8","7","9","11","11","12","1","0","59(1)","1388(8)","23.5"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","4","5","4","4","5","4","1","0","27(1)","516(4)","19.1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","5","6","5","4","5","6","2","0","33(2)","663(5)","20.1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","5","4","5","4","5","4","0","0","27(0)","611(0)","22.6"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","5","4","4","4","3","4","2","0","26(2)","524(9)","20.2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","4","4","5","6","5","6","3","0","33(3)","613(15)","18.6"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","2","1","2","2","2","2","1","0","12(1)","161(4)","13.4"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","6","5","5","5","5","6","3","0","35(3)","637(8)","18.2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","4","4","4","4","3","4","1","0","24(1)","415(5)","17.3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","5","4","4","4","4","6","0","0","27(0)","523(0)","19.4"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","7","6","6","6","6","6","2","0","39(2)","781(10)","20"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","8","8","7","8","8","8","2","0","49(2)","993(8)","20.3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","3","4","4","5","5","6","2","0","29(2)","603(14)","20.8"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","5","5","6","6","5","6","0","0","33(0)","761(0)","23.1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","4","4","4","4","4","4","1","0","25(1)","520(3)","20.8"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","5","4","5","5","4","5","1","0","29(1)","596(5)","20.6"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","4","4","5","4","4","5","1","0","27(1)","404(1)","15"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","6","6","6","5","4","6","2","0","35(2)","672(11)","19.2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","4","3","3","4","4","3","2","0","23(2)","413(13)","18"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","3","3","3","3","2","3","0","0","17(0)","360(0)","21.2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","6","5","5","5","4","5","2","0","32(2)","640(12)","20"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","5","5","5","4","5","4","1","0","29(1)","633(5)","21.8"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","4","3","3","3","4","5","0","0","22(0)","484(0)","22"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","5","6","6","5","6","6","0","0","34(0)","823(0)","24.2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","8","8","7","9","9","11","0","0","52(0)","1416(0)","27.2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","6","7","8","7","6","7","1","0","42(1)","920(8)","21.9"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","8","9","9","9","10","12","1","0","58(1)","1638(6)","28.2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","4","5","4","3","3","5","2","0","26(2)","477(12)","18.3"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","7","7","7","7","8","8","1","0","45(1)","996(5)","22.1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","6","5","6","6","5","6","2","0","36(2)","724(11)","20.1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","3","2","3","3","2","3","2","0","18(2)","256(6)","14.2"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","5","5","5","5","5","6","2","0","33(2)","613(13)","18.6"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","5","6","5","5","5","6","1","0","33(1)","658(5)","19.9"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","2","2","2","2","2","2","1","0","13(1)","167(6)","12.8"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","3","3","3","3","3","3","2","0","20(2)","320(4)","16"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","3","2","2","3","3","2","1","0","16(1)","279(3)","17.4"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","5","5","5","5","6","5","2","0","33(2)","661(6)","20"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","6","4","4","6","5","7","1","0","33(1)","708(2)","21.5"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","2","2","2","2","2","3","2","0","15(2)","187(10)","12.5"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","6","6","7","6","7","8","0","0","40(0)","977(0)","24.4"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","7","6","6","8","7","9","3","0","46(3)","895(17)","19.5"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","4","5","5","5","5","6","1","0","31(1)","656(6)","21.2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","4","3","3","5","4","5","1","0","25(1)","459(7)","18.4"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","1","1","2","1","1","1","2","0","9(2)","78(5)","8.7"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","6","5","6","6","7","8","0","0","38(0)","1141(0)","30"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","5","4","6","5","5","7","1","0","33(1)","720(6)","21.8"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","8","12","11","13","14","13","2","0","73(2)","1746(10)","23.9"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","8","9","9","9","9","11","3","0","58(3)","1450(16)","25"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","5","4","4","4","3","4","2","0","26(2)","518(10)","19.9"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","8","6","8","8","8","11","2","0","51(2)","1178(11)","23.1"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","84(4)","12"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","N","","5","4","3","2","2","3","1","0","20(1)","360(5)","18"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","2","2","2","1","1","2","1","0","11(1)","169(5)","15.4"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","2","2","2","2","1","2","2","0","13(2)","143(8)","11"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","4","3","4","4","3","4","1","0","23(1)","439(5)","19.1"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","4","4","4","4","4","4","0","0","24(0)","494(0)","20.6"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","7","6","8","8","9","11","2","0","51(2)","1335(9)","26.2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","3","3","3","4","4","5","0","0","22(0)","447(0)","20.3"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","6","6","7","7","8","9","2","0","45(2)","952(8)","21.2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","4","4","4","4","3","5","1","0","25(1)","497(7)","19.9"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","5","5","4","4","3","4","1","0","26(1)","495(8)","19"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","2","2","2","2","2","2","1","0","13(1)","213(4)","16.4"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","N","","6","5","5","5","6","7","1","0","35(1)","821(3)","23.5"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001030","서울송정초등학교","02","공립","N","","6","6","7","5","5","5","2","0","36(2)","703(12)","19.5"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001031","서울송화초등학교","02","공립","N","","8","8","8","8","9","9","1","0","51(1)","1098(8)","21.5"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001032","서울신강초등학교","02","공립","N","","3","2","3","3","3","3","2","0","19(2)","343(10)","18.1"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001033","서울신곡초등학교","02","공립","N","","5","4","4","4","4","6","2","0","29(2)","556(13)","19.2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001034","서울신남초등학교","02","공립","N","","7","8","7","6","6","6","2","0","42(2)","950(13)","22.6"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001035","서울신목초등학교","02","공립","N","","5","5","6","6","7","9","2","0","40(2)","892(15)","22.3"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001036","서울신서초등학교","02","공립","N","","7","6","6","8","9","8","0","0","44(0)","1109(0)","25.2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001037","서울신원초등학교","02","공립","N","","3","3","3","3","4","4","2","0","22(2)","380(13)","17.3"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001038","서울신월초등학교","02","공립","N","","5","5","4","4","4","5","2","0","29(2)","573(10)","19.8"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001039","서울신정초등학교","02","공립","N","","8","9","10","9","11","12","3","0","62(3)","1222(19)","19.7"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001040","서울양강초등학교","02","공립","N","","3","4","4","4","4","4","2","0","25(2)","504(9)","20.2"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001041","서울양동초등학교","02","공립","N","","3","3","3","2","3","3","2","0","19(2)","313(8)","16.5"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001042","서울양명초등학교","02","공립","N","","3","4","4","4","5","6","1","0","27(1)","588(8)","21.8"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001043","서울양목초등학교","02","공립","N","","4","4","5","5","5","6","2","0","31(2)","553(6)","17.8"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001044","서울양원초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","207(6)","14.8"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001045","서울양천초등학교","02","공립","N","","3","3","3","2","2","3","0","0","16(0)","296(0)","18.5"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001046","서울양화초등학교","02","공립","N","","4","4","5","5","5","5","2","0","30(2)","586(11)","19.5"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001048","서울염동초등학교","02","공립","N","","5","5","6","7","7","8","1","0","39(1)","872(8)","22.4"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001049","서울염창초등학교","02","공립","N","","6","6","7","6","6","7","2","0","40(2)","828(13)","20.7"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001050","서울영도초등학교","02","공립","N","","7","6","7","7","9","10","0","0","46(0)","1170(0)","25.4"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001051","서울우장초등학교","02","공립","N","","6","8","7","6","7","6","0","0","40(0)","874(0)","21.9"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001052","서울월정초등학교","02","공립","N","","6","6","6","6","5","8","3","0","40(3)","802(14)","20.1"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001053","서울월촌초등학교","02","공립","N","","6","5","6","8","8","10","0","0","43(0)","1027(0)","23.9"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001054","서울은정초등학교","02","공립","N","","2","2","3","3","3","3","2","0","18(2)","303(9)","16.8"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001055","서울정곡초등학교","02","공립","N","","2","1","2","1","2","2","2","0","12(2)","134(5)","11.2"
